ISBN,Title,Author,Original Price,Discounted price,ISBN-10,Series,Published,Format,Language,Number of Pages,Audience,For Ages,For Grades,Publisher,Country of Publication,Dimensions (cm),Weight (kg),Volume Number,Edition Type,Edition Number
9780141910680,Trust Me,Lesley Pearse,,15.99,0141910682,,29th June 2006,ePUB,English,720,General Adult,,,Penguin Books Ltd,,,,,,
9781119209614,The Ideal Team Player,Patrick M. Lencioni,,29.99,1119209617,J-B Lencioni Series,13th May 2016,ePUB,English,240,General Adult,,,Wiley,US,,,,,1
9780285640450,Address Unknown,Kathrine Kressmann Taylor,,,0285640453,,1st April 2011,ePUB,English,64,General Adult,,,Profile,,,,,,
9780575132498,Broken Homes,Ben Aaronovitch,,12.99,0575132493,A Rivers of London novel  Book 4,25th July 2013,ePUB,English,320,General Adult,,,Orion,,,,4,Digital original,
9780802194442,Where the Bodies Are Buried,Christopher Brookmyre,,,0802194443,,3rd July 2012,ePUB,English,304,General Adult,,,Grove Atlantic,,,,,,
9780241349038,Chernobyl,Serhii Plokhy,,15.99,0241349036,,15th May 2018,ePUB,English,256,General Adult,,,Penguin Books Ltd,,,,,,
9780755350711,The Ladykiller,Martina Cole,,11.99,0755350715,,10th December 2009,ePUB,English,300,General Adult,,,Headline,,,,,Digital original,
9780141040035,Vince and Joy,Lisa Jewell,,15.99,0141040033,,4th August 2005,ePUB,English,512,General Adult,,,Penguin Books Ltd,,,,,,
9780463655368,Marius' Mules XII,S.J.A. Turney,,7.56,0463655362,,4th July 2019,ePUB,English,,,,,S.J.A. Turney,,,,,,
9780767922968,5 People Who Died During Sex,Karl Shaw,8.55,7.99,0767922964,,13th February 2007,ePUB,English,,,,,Crown,,,,,,
9781409005018,The Burning,Jane Casey,,,1409005011,Maeve Kerrigan  Book 1,11th November 2010,ePUB,English,496,General Adult,,,Ebury Publishing,,,,1,,
9781101533512,The Secret,Julie Garwood,15.42,12.99,110153351X,,5th July 2011,ePUB,English,1,,,,Penguin Publishing Group,,,,,,
9781310518997,Bash Command Line Pro Tips,Jason Cannon,,0.00,1310518998,,16th May 2015,ePUB,English,,,,,Jason Cannon,,,,,,
9780241388457,Crossfire,Malorie Blackman,,14.99,0241388457,Noughts and Crosses  Book 5,8th August 2019,ePUB,English,496,Children,9 - 12 years old,,Penguin Random House Children's UK,,,,5,,
9781281282309,Robin Hood,Paul D Storrie,,,1281282308,,1st January 2007,E-Book,English,48,Children,,,Lerner Publishing Group,US,,,,,
9780718198114,Threat Vector,Tom Clancy,,15.99,0718198115,Jack Ryan Jr,6th December 2012,ePUB,English,720,General Adult,,,Penguin Books Ltd,,,,,,
9780241198155,,,,,,,,,,,,,,,,,,,,
9780748116973,The Black Prism,Brent Weeks,,11.99,0748116974,Lightbringer  Book 1,26th August 2010,ePUB,English,480,General Adult,,,"Little, Brown Book Group",,,,1,Digital original,
9780141373836,Death in the Spotlight,Robin Stevens,,9.99,0141373830,A Murder Most Unladylike Mystery  Book 7,4th October 2018,ePUB,English,352,Children,9 - 12 years old,,Penguin Random House Children's UK,,,,7,,
9780141959801,War And Peace,Leo Tolstoy,,14.99,0141959800,Actiphons,26th February 2009,ePUB,English,1472,General Adult,,,Penguin Books Ltd,,,,,,
9780141913872,Out of Africa,Isak Dinesen,,14.99,0141913878,Penguin Modern Classics,27th September 2001,ePUB,English,336,General Adult,,,Penguin Books Ltd,,,,,,
9780802189806,The Private Lives of the Tudors,Sergei Lebedev,,,0802189806,Books That Changed the World,26th February 2020,ePUB,English,,,,,Grove Atlantic,,,,,,
9781405513463,Rebecca,Daphne Du Maurier,,11.99,1405513462,Virago Modern Classics  Book 13,9th February 2012,ePUB,English,448,General Adult,9 - 12 years old,,"Little, Brown Book Group",,,,13,Digital original,
9780297609322,The Hairy Dieters,Hairy Bikers,,19.99,0297609327,,19th May 2016,ePUB,English,192,General Adult,,,Orion,,,,,Illustrated,
9780547488981,Gooney Bird Greene,Lois Lowry,,14.99,054748898X,Gooney Bird Greene  Book 1,1st April 2010,ePUB,English,96,,6 - 8 years old,1 - 4,HarperCollins,,,,1,,
9780748110025,Inversions,Iain M. Banks,,12.99,074811002X,Culture,4th September 2008,ePUB,English,416,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780230760516,,,,,,,,,,,,,,,,,,,,
9780748116584,Proven Guilty,Jim Butcher,,12.99,0748116583,Dresden Files  Book 8,4th March 2010,ePUB,English,528,General Adult,,,"Little, Brown Book Group",,,,8,Digital original,
9780755352456,The Return,Victoria Hislop,,12.99,0755352459,,10th February 2008,ePUB,English,300,General Adult,,,Headline,,,,,Digital original,
9780241307168,The Penguin Book of the Contemporary British Short Story,Philip Hensher,,15.99,0241307163,,4th October 2018,ePUB,English,432,General Adult,,,Penguin Books Ltd,,,,,,
9781311220516,Thornbear,Michael G. Manning,,5.00,1311220518,Champions of the Dawning Dragons,9th May 2015,ePUB,English,,,,,Michael G. Manning,,,,,,
9780761171256,Steal Like an Artist,Austin Kleon,,19.99,0761171258,Austin Kleon,28th February 2012,ePUB,English,160,General Adult,,,Workman Publishing Company,,,,,,
9780994135551,Falling For You,Leeanna Morgan,,9.25,0994135556,Sapphire Bay  Book 1,16th October 2018,ePUB,English,,,,,Rogan Press,,,,1,,
9780141375649,One Of Us Is Lying,Karen M. McManus,,12.99,0141375647,One Of Us Is Lying  Book 1,1st June 2017,ePUB,English,240,Children,9 - 12 years old,,Penguin Random House Children's UK,,,,1,,
9781118656402,Business Model Generation,Yves Pigneur Alexander Osterwalder,,45.09,1118656407,The Strategyzer Series  Book 1,1st February 2013,ePUB,English,288,General Adult,,,Wiley Professional Development (P&T),US,,,1,,1
9780463273975,Tennessee Night (The 8th Jack Nightingale Novel),Stephen Leather,,8.12,0463273974,,3rd July 2018,ePUB,English,,,,,Stephen Leather,,,,,,
9780141971094,The Personal MBA,Josh Kaufman,,18.99,0141971096,,3rd February 2011,ePUB,English,464,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9780141985145,How to Change Your Mind,Michael Pollan,,15.99,0141985143,Actiphons,17th May 2018,ePUB,English,400,General Adult,,,Penguin Books Ltd,,,,,,
9781407047201,Eragon: Book One,Christopher Paolini,,12.99,1407047205,The Inheritance cycle  Book 1,8th March 2009,ePUB,English,528,Children,9 - 12 years old,,RHCB,,,,1,,
9780698190665,Hooked,Nir Eyal,,,0698190661,,4th November 2014,ePUB,English,256,,,,,,,,,,1
9781405909754,You're Not Safe,Mary Burton,,15.99,1405909757,Texas Rangers  Book 3,14th August 2014,ePUB,English,432,General Adult,,,Penguin Books Ltd,,,,3,,
9781401940003,Mind Over Medicine,,,,1401940005,,7th May 2013,ePUB,English,,,,,Hay House,,,,,,
9780349139876,Orange Is the New Black,Piper Kerman,,11.99,0349139873,,11th July 2013,ePUB,English,352,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780312087791,"First Love, Last Love",Judith Saxton,,,0312087799,,1st March 1993,Hardcover,English,,,,,,,21.59 x 14.61 x 3.18,0.57,,,
9780241957141,The Invisible Bridge,Julie Orringer,,15.99,0241957141,,29th March 2011,ePUB,English,624,General Adult,,,Penguin Books Ltd,,,,,,
9780141961392,Hothouse Flower,Lucinda Riley,,15.99,0141961392,,25th November 2010,ePUB,English,592,General Adult,,,Penguin Books Ltd,,,,,,
9780241984925,We are the Weather,Jonathan Safran Foer,,15.99,0241984920,,17th September 2019,ePUB,English,352,General Adult,,,Penguin Books Ltd,,,,,,
9780330514699,In a Dry Season,Peter Robinson,,,0330514695,,21st August 2009,ePUB,English,,,,,,,,,,,
9780473330347,Innocent Next Door,Shelley Munro,,5.99,0473330342,Military Men  Book 1,15th October 2018,ePUB,English,,,,,Munro Press,,,,1,,
9780071772204,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,26.41,21.99,0071772200,,13th December 2011,ePUB,English,288,,,,McGraw Hill LLC,,,,,,2
9780857081025,The Art of War,Sun Tzu,,16.99,0857081020,,16th May 2016,ePUB,English,220,General Adult,,,Wiley,GB,,,,,1
9781101621615,A Mind For Numbers,Barbara Oakley PhD,25.70,20.99,1101621613,,31st July 2014,ePUB,English,272,,,,Penguin Publishing Group,,,,,,1
9780330469401,Past Reason Hated,Peter Robinson,,,0330469401,,4th September 2008,ePUB,English,,,,,,,,,,,
9780993413018,Seven Steps from Snowdon to Everest,Mark Horrell,,7.99,0993413013,,24th February 2020,ePUB,English,,,,,Mountain Footsteps Press,,,,,,
9780230767270,,,,,,,,,,,,,,,,,,,,
9780141928739,Freakonomics,Steven D. Levitt,,15.99,0141928735,,5th October 2006,ePUB,English,336,Professional and Scholarly,,,Penguin Books Ltd,,,,,,
9780307388131,,,,,,,,,,,,,,,,,,,,
9780748120789,2001,Arthur C. Clarke,,11.99,0748120785,,3rd June 2010,ePUB,English,288,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780753553114,How To Be Right,James O'Brien,,18.99,0753553112,,1st November 2018,ePUB,English,240,General Adult,,,Ebury Publishing,,,,,,
9780141972510,Blue Above the Chimneys,Christine Marion Fraser,,14.99,0141972513,,19th January 2012,ePUB,English,256,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9780755128037,The Challenging Heights,Max Hennessy,8.79,7.99,0755128036,RAF Trilogy  Book 2,1st October 2015,ePUB,English,284,,,,House of Stratus,,,,2,New,
9780241983386,The Greek Myths,Robert Graves,,18.99,024198338X,,28th September 2017,ePUB,English,784,General Adult,,,Penguin Books Ltd,,,,,,
9781101902912,Seven Principles for Making Marriage Work,John Phd Gottman,,,1101902914,,1st January 2015,E-Book,English,,General Adult,,,Potter/Tenspeed/Harmony,US,,,,,
9780648324690,Wicked Wings,Keri Arthur,,6.99,0648324699,The Lizzie Grace Series  Book 5,8th October 2019,ePUB,English,,,,,KA Publishing PTY LTD,,,,5,,
9780316561389,Girls of Paper and Fire,Natasha Ngan,,,031656138X,,23rd October 2018,ePUB,English,336,Teenager/Young Adult,,,"Little, Brown and Company",,,,,,
9780141941998,My Uncle Oswald,Roald Dahl,,15.99,0141941995,,28th March 2002,ePUB,English,208,General Adult,,,Penguin Books Ltd,,,,,,
9780307382092,,,,,,,,,,,,,,,,,,,,
9780993324789,Stasi Vice,Max Hertzberg,,4.99,0993324789,Reim  Book 1,17th October 2018,ePUB,English,,,,,OV Press,,,,1,,
9781405909846,Guilt,Jussi Adler-Olsen,,14.99,1405909846,Department Q  Book 4,27th February 2014,ePUB,English,464,General Adult,,,Penguin Books Ltd,,,,4,,
9780307483775,Devil's Guard,George R. Elford,8.55,7.99,0307483770,,18th December 2008,ePUB,English,,,,,Random House Publishing Group,,,,,,
9780307267450,,,,,,,,,,,,,,,,,,,,
9781137450630,How Generations Remember,Monika Palmberger,,0.00,1137450630,Global Diversities,25th March 2022,ePUB,English,,,,,Palgrave Macmillan UK,,,,,,
9781405917100,Dead Men's Bones,James Oswald,,14.99,1405917105,Inspector McLean  Book 4,3rd July 2014,ePUB,English,484,General Adult,,,Penguin Books Ltd,,,,4,,
9780141040950,World War One,Norman Stone,,14.99,0141040955,,27th March 2008,ePUB,English,240,General Adult,,,Penguin Books Ltd,,,,,,
9781370687138,The New Kid,Maureen Straka,,0.00,1370687133,,21st April 2018,ePUB,English,,,9 - 12 years old,,Maureen Straka,,,,,,
9780141927411,Allen Carr's Easyweigh to Lose Weight,Allen Carr,,14.99,0141927410,,1st January 2000,ePUB,English,224,General Adult,,,Penguin Books Ltd,,,,,,
9781409007012,Moab Is My Washpot,Stephen Fry,,15.99,1409007014,,22nd February 2011,ePUB,English,448,General Adult,,,Random House,,,,,,
9781405909877,Poseidon's Arrow,Clive Cussler,,15.99,1405909870,The Dirk Pitt Adventures  Book 22,20th November 2012,ePUB,English,528,General Adult,,,Penguin Books Ltd,,,,22,,
9780141902715,Moon Tiger,Penelope Lively,,15.99,014190271X,Penguin Modern Classics,27th April 2006,ePUB,English,224,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9780750957595,The Murder of Patience Brooke,J.C. Briggs,,,075095759X,,4th August 2014,ePUB,English,128,General Adult,,,The History Press,,,,,,1
9780297857945,Marie Antoinette,Lady Antonia Fraser,,17.99,0297857940,,24th June 2010,ePUB,English,640,General Adult,,,Orion,,,,,Digital original,
9780141912561,On the Road,Jack Kerouac,,15.99,0141912561,Penguin Modern Classics,21st July 2011,ePUB,English,320,General Adult,,,Penguin Books Ltd,,,,,,
9781405937115,Shadow Tyrants,Clive Cussler,,14.99,1405937114,The Oregon Files  Book 13,20th September 2018,ePUB,English,480,General Adult,,,Penguin Books Ltd,,,,13,,
9781405934664,The Evidence Against You,Gillian McAllister,,15.99,1405934662,,18th April 2019,ePUB,English,400,General Adult,,,Penguin Books Ltd,,,,,,
9780761178682,The Book of Questions,Gregory Stock,,19.99,0761178686,,10th September 2013,ePUB,English,250,,,,Workman Publishing Company,,,,,,1
9781407016054,Ladder of Years,Anne Tyler,,15.99,1407016059,,23rd February 2010,ePUB,English,336,General Adult,,,Random House,,,,,,
9780230761353,,,,,,,,,,,,,,,,,,,,
9780571332823,The Somerset Tsunami,Emma Carroll,10.99,9.99,057133282X,,1st October 2019,ePUB,English,304,Children,9 - 12 years old,,Faber & Faber,,,,,,
9781405918909,Cover Your Eyes,Mary Burton,,15.99,140591890X,Morgans of Nashville  Book 1,6th November 2014,ePUB,English,307,General Adult,,,Penguin Books Ltd,,,,1,Digital original,
9780141970615,The Girl on the Cliff,Lucinda Riley,,15.99,0141970618,,27th October 2011,ePUB,English,576,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9780761164029,Curly Girl,Lorraine Massey,,,0761164022,,13th January 2011,ePUB,English,,,,,Workman Publishing Company,,,,,,
9780307463654,,,,,,,,,,,,,,,,,,,,
9780141347707,,,,,,,,,,,,,,,,,,,,
9780547504186,Animal Farm And 1984,George Orwell,,15.99,0547504187,,1st June 2003,ePUB,English,,,12 - 18 years old,,HarperCollins,,,,,,
9780748122967,Leviathan Wakes,James S. A. Corey,,11.99,0748122966,Expanse  Book 1,2nd June 2011,ePUB,English,448,General Adult,,,"Little, Brown Book Group",,,,1,Digital original,
9780755374014,Did You Miss Me?,Karen Rose,,11.99,0755374010,Baltimore Series  Book 4,8th November 2012,ePUB,English,469,General Adult,,,Headline,,,,4,Digital original,
9780486111612,Journey to the Center of the Earth,Jules Verne,,1.45,048611161X,Dover Thrift Editions Classic Novels,2nd February 2012,ePUB,English,160,,,,Dover Publications,,,,,,1
9780857207609,The King's Curse,Philippa Gregory,,13.99,0857207601,COUSINS' WAR,14th August 2014,ePUB,English,608,General Adult,,,Simon & Schuster UK,,,,,,
9780241003114,Happiness by Design,Paul Dolan,,15.99,0241003113,,28th August 2014,ePUB,English,208,General Adult,,,Penguin Books Ltd,,,,,,
9780375980985,Where Do Diggers Sleep at Night?,Brianna Caplan Sayres,11.99,10.99,0375980989,Where Do...Series,22nd May 2012,ePUB,English,,,0 - 2 years old,,Random House Children's Books,,,,,,
9780575088160,Best Served Cold,Joe Abercrombie,,12.99,0575088168,World of the First Law,1st June 2009,ePUB,English,560,General Adult,,,Orion,,,,,Digital original,
9780330477444,Journey to the River Sea - 10th Anniversary Edition,Eva Ibbotson,,,0330477447,,4th September 2008,ePUB,English,320,,8 - 12 years old,3 - 7,,,,,,,
9780141980867,The Shock Doctrine,Naomi Klein,,18.99,0141980869,,2nd October 2014,ePUB,English,576,Professional and Scholarly,,,Penguin Books Ltd,,,,,,
9780141969985,Crossed,Ally Condie,,12.99,0141969989,Matched  Book 2,24th November 2011,ePUB,English,384,Children,9 - 12 years old,,Penguin Random House Children's UK,,,,2,,
9781101903094,The 4 x 4 Diet,Erin Oprea,15.42,12.99,1101903090,,2nd February 2016,ePUB,English,,,,,Harmony/Rodale,,,,,,
9780297863854,Stalin,Simon Sebag Montefiore,,13.99,0297863851,,3rd June 2010,ePUB,English,820,General Adult,,,Orion,,,,,Digital original,
9780008168186,Tribe,Sebastian Junger,19.99,18.25,0008168180,,2nd June 2017,Paperback,English,192,General Adult,,,HarperCollins Publishers,GB,1.4 x 19.7 x 13,0.14,,,
9780241309117,The Skincare Bible,Dr Anjali Mahto,,18.99,0241309115,,5th April 2018,ePUB,English,256,General Adult,,,Penguin Books Ltd,,,,,,
9780345513113,The Book of Basketball,Bill Simmons,25.70,20.99,0345513118,,27th October 2009,ePUB,English,,,,,Random House Publishing Group,,,,,,
9780330466295,Eagle in the Sky,Wilbur Smith,,,0330466291,,4th September 2008,ePUB,English,,,,,,,,,,,
9781306064279,H.M.S. Cockerel,Dewey Lambdin,,,1306064279,,1st January 2009,E-Book,English,451,General Adult,,,McBooks Press,US,,,,,
9780241959602,David and Goliath,Malcolm Gladwell,,15.99,0241959608,,3rd October 2013,ePUB,English,304,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9780330514552,Innocent Graves,Peter Robinson,,,0330514555,,21st August 2009,ePUB,English,,,,,,,,,,,
9780748109999,Consider Phlebas,Iain M. Banks,,12.99,0748109994,Culture,4th September 2008,ePUB,English,480,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9781405937146,Sea of Greed,Clive Cussler,,15.99,1405937149,The NUMA Files  Book 16,6th November 2018,ePUB,English,480,General Adult,,,Penguin Books Ltd,,,,16,,
9780751565713,Kill For Me,Tom Wood,,11.99,0751565717,Victor  Book 8,26th July 2018,ePUB,English,480,General Adult,,,"Little, Brown Book Group",,,,8,Digital original,
9780307272300,,,,,,,,,,,,,,,,,,,,
9780748112524,New Moon,Stephenie Meyer,,11.99,0748112529,Twilight Saga  Book 2,26th February 2009,ePUB,English,608,Teenager/Young Adult,14+ years old,,"Little, Brown Book Group",,,,2,Digital original,
9780755372263,The Vanishing Act of Esme Lennox,Maggie O'Farrell,,11.99,0755372263,,12th November 2009,ePUB,English,145,General Adult,,,Headline,,,,,Digital original,
9781844082414,The Night Watch,Sarah Waters,24.99,23.75,1844082415,,1st June 2006,Paperback,English,506,Professional and Scholarly,,,Little Brown,GB,3.6 x 13.2 x 20,0.39,,,1
9780679720201,The Stranger,Albert Camus,24.99,20.95,0679720200,Vintage International,13th March 1989,Paperback,English,144,General Adult,,,RANDOM HOUSE US,US,19.5 x 13.5 x 0.5,0.15,,,1
9781405930833,The Island,Ragnar Jónasson,,15.99,1405930837,Hidden Iceland  Book 2,4th April 2019,ePUB,English,350,General Adult,,,Penguin Books Ltd,,,,2,,
9781405910286,Entwined with You,Sylvia Day,,15.99,1405910283,Crossfire,4th June 2013,ePUB,English,400,General Adult,,,Penguin Books Ltd,,,,,,
9780753545386,Hacking Growth,Morgan Brown,,19.99,0753545381,,27th April 2017,ePUB,English,320,General Adult,,,Ebury Publishing,,,,,,
9780141912752,The Pursuit of Glory,Tim Blanning,,19.99,0141912758,,28th February 2008,ePUB,English,736,General Adult,,,Penguin Books Ltd,,,,,,
9780307559517,Sacred Woman,Queen Afua,23.99,19.99,0307559513,,20th June 2012,ePUB,English,,,,,Random House Publishing Group,,,,,,
9780307962287,Natural Born Heroes,Christopher McDougall,,,0307962288,,1st January 2015,E-Book,English,,General Adult,,,Knopf Doubleday Publishing Group,US,,,,,
9780748109449,Lifeless,Mark Billingham,,12.99,0748109447,Tom Thorne Novels  Book 5,4th September 2008,ePUB,English,480,General Adult,,,"Little, Brown Book Group",,,,5,Digital original,
9780330508346,The Places In Between,Rory Stewart,,,0330508342,,18th September 2009,ePUB,English,,,,,,,,,,,
9780670923533,Daring Greatly,Brené Brown,,16.99,0670923532,,17th January 2013,ePUB,English,304,General Adult,,,Penguin Books Ltd,,,,,,
9780141394145,The Day Before Happiness,Erri De Luca,,15.99,0141394145,,7th July 2016,ePUB,English,208,General Adult,,,Penguin Books Ltd,,,,,,
9780141964010,Tuesday's Gone,Nicci French,,15.99,0141964014,Frieda Klein  Book 2,19th July 2012,ePUB,English,464,General Adult,,,Penguin Books Ltd,,,,2,,
9780446551076,Open and Shut,David Rosenfelt,,13.99,0446551074,The Andy Carpenter Series  Book 1,15th November 2008,ePUB,English,300,General Adult,,,Grand Central Publishing,,,,1,Digital original,
9781408851746,A Spy Among Friends,Ben Macintyre,18.39,15.99,1408851741,,3rd March 2014,ePUB,English,368,General Adult,,,Bloomsbury Publishing,GB,,,,,1
9780755147571,The Lion At Sea,Max Hennessy,,,075514757X,,19th May 2012,PDF,English,368,,,,,,,,,New,
9780748117093,Port Mortuary,Patricia Cornwell,,11.99,0748117091,Kay Scarpetta  Book 18,28th October 2010,ePUB,English,512,General Adult,,,"Little, Brown Book Group",,,,18,Digital original,
9780718197445,The Defence of the Realm,Christopher Andrew,,19.99,0718197445,,26th April 2012,ePUB,English,1072,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9780241189467,The Lonely Londoners,Sam Selvon,,15.99,0241189462,Penguin Modern Classics,25th September 2014,ePUB,English,160,General Adult,,,Penguin Books Ltd,,,,,,
9780463676769,Dark Curse,Kim Richardson,,,0463676769,Shadow and Light,24th April 2019,ePUB,English,,,,,Kim Richardson,,,,,,
9780755371402,The State We're In,Adele Parks,,12.99,0755371402,,4th July 2013,ePUB,English,354,General Adult,,,Headline,,,,,Digital original,
9780748108527,The Bookseller Of Kabul,Åsne Seierstad,,11.99,0748108521,,4th September 2008,ePUB,English,288,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780765325945,Towers of Midnight (US EDITION),Robert Jordan,,69.25,0765325942,Wheel of Time,2nd November 2010,Hardcover,English,864,General Adult,,,TOR BOOKS,US,24.77 x 16.51 x 6.35,1.08,,,
9780571338658,This Is Not Propaganda,Peter Pomerantsev,16.49,14.99,0571338658,,30th July 2019,ePUB,English,300,General Adult,,,Faber & Faber,,,,,,
9781405515092,The Shroud Maker,Kate Ellis,,12.99,1405515090,DI Wesley Peterson  Book 18,2nd January 2014,ePUB,English,384,General Adult,,,"Little, Brown Book Group",,,,18,Digital original,
9780748115341,The Eye of the World,Robert Jordan,,16.99,074811534X,Wheel of Time  Book 1,27th October 2009,ePUB,English,832,General Adult,,,"Little, Brown Book Group",,,,1,Digital original,
9780307958839,Michelle Obama,Peter Slevin,,,0307958833,,1st January 2015,E-Book,English,391,General Adult,,,Knopf Doubleday Publishing Group,US,,,,,
9781407035086,Jingo,Terry Pratchett,,15.99,1407035088,Discworld  Book 21,1st December 2009,ePUB,English,464,General Adult,,,Transworld,,,,21,,
9781101575918,Tending Roses,Lisa Wingate,14.66,11.99,1101575913,Tending Roses  Book 1,4th February 2003,ePUB,English,336,,,,Penguin Publishing Group,,,,1,,
9780241960196,Against All Enemies,Tom Clancy,,15.99,0241960193,,11th August 2011,ePUB,English,768,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9780743483292,The Lions of Lucerne,Brad Thor,,9.99,0743483294,The Scot Harvath Series,25th April 2003,ePUB,English,432,General Adult,,,Atria Books,,,,1,,
9780544866676,The Weight of Ink,Rachel Kadish,,,0544866673,,6th June 2017,ePUB,English,574,,,,,,,,,,1
9780006174547,The Cardinal of the Kremlin,Tom Clancy,,32.75,000617454X,,1st December 1989,Paperback,English,624,General Adult,,,HarperCollins Publishers,GB,11.4 x 17.6 x 3.9,0.32,,,
9780316724210,Predator,Patricia Cornwell,,,0316724211,Kay Scarpetta Ser.,1st October 2005,Hardcover,English,384,General Adult,,,"Little, Brown & Company",US,23.4 x 15.3 x 3.4,0.72,,,1
9781473526938,The Child,Fiona Barton,,15.99,1473526930,,29th June 2017,ePUB,English,448,General Adult,,,Transworld,,,,,,
9780748125821,The Next Always,Nora Roberts,,11.99,0748125825,Inn at Boonsboro Trilogy  Book 1,1st November 2011,ePUB,English,352,General Adult,,,"Little, Brown Book Group",,,,1,Digital original,
9781370752324,The Floating Outfit 19,J.T. Edson,,2.59,1370752326,The Floating Outfit,31st December 2017,ePUB,English,,,,,Piccadilly,,,,,,
9781405910248,Bared to You,Sylvia Day,,15.99,1405910240,Crossfire,28th May 2012,ePUB,English,368,General Adult,,,Penguin Books Ltd,,,,,,
9780755350698,Maura's Game,Martina Cole,,11.99,0755350693,,4th September 2008,ePUB,English,640,General Adult,,,Headline,,,,,Digital original,
9780755350704,Dangerous Lady,Martina Cole,,11.99,0755350707,,4th September 2008,ePUB,English,576,General Adult,,,Headline,,,,,Digital original,
9781299598195,Burma Victory,David Rooney,,,1299598196,,1st January 2013,E-Book,English,,General Adult,,,Osprey Publishing (UK),US,,,,,
9780753551370,Alchemy,Rory Sutherland,,18.99,0753551373,,7th May 2019,ePUB,English,384,General Adult,,,Ebury Publishing,,,,,,
9780241145531,The Old Ways,Robert Macfarlane,,15.99,0241145538,,7th June 2012,ePUB,English,448,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9781250207814,The Mage-Fire War,L. E. Modesitt Jr.,16.20,12.99,1250207819,Saga of Recluce  Book 21,13th August 2019,ePUB,English,,,,,Tor Publishing Group,,,,21,,
9781407034379,The Colour Of Magic,Terry Pratchett,,15.99,1407034375,Discworld  Book #1,26th December 2008,ePUB,English,288,General Adult,,,Transworld,,,,,,
9780141930237,Fooled by Randomness,Nassim Nicholas Taleb,,15.99,0141930233,,3rd May 2007,ePUB,English,368,Professional and Scholarly,,,Penguin Books Ltd,,,,,,
9780830845507,Defending Your Marriage - The Reality of Spiritual Battle,Tim Muehlhoff,31.64,31.25,083084550X,No Series Linked,13th November 2018,Paperback,English,176,Professional and Scholarly,,,InterVarsity Press,US,20.8 x 13.9 x 1.3,0.24,,,
9780141911748,"I, Claudius",Robert Graves,,15.99,0141911743,Penguin Modern Classics,3rd August 2006,ePUB,English,416,General Adult,,,Penguin Books Ltd,,,,,,
9781370928460,Becoming a Witch (Book 1),Mark Mulle,,,1370928467,,8th January 2017,ePUB,English,,,3 - 5 years old,,Mark Mulle,,,,,,
9781405937733,Beartown,Fredrik Backman,,15.99,1405937734,,3rd May 2018,ePUB,English,432,General Adult,,,Penguin Books Ltd,,,,,,
9780316389716,Sword of Destiny,Andrzej Sapkowski,,,0316389714,,19th May 2015,E-Book,English,352,General Adult,,,Orbit,US,,,,,
9780748110063,The Player Of Games,Iain M. Banks,,12.99,0748110062,Culture,4th September 2008,ePUB,English,320,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9781105795985,A Tale of Two Cities,Charles Dickens,,,1105795985,,13th March 2013,ePUB,English,,,,,,,,,,,1
9780141347820,,,,,,,,,,,,,,,,,,,,
9780141965932,A Pocketful of Holes and Dreams,Jeff Pearce,,14.99,0141965932,,20th January 2011,ePUB,English,288,General Adult,,,Penguin Books Ltd,,,,,,
9780718193348,Zero Degrees of Empathy,Simon Baron-Cohen,,15.99,0718193342,,21st December 2011,ePUB,English,208,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9780230758100,,,,,,,,,,,,,,,,,,,,
9780976420088,A Course in Miracles,Helen Schucman,8.79,7.99,0976420082,,15th May 2009,ePUB,English,680,General Adult,,,Course in Miracles Society,,,,,,
9780141913889,The Road to Wigan Pier,George Orwell,,15.99,0141913886,Penguin Modern Classics,26th April 2001,ePUB,English,240,General Adult,,,Penguin Books Ltd,,,,,,
9781407059488,The Summons,John Grisham,,15.99,1407059483,,21st April 2010,ePUB,English,400,General Adult,,,Random House,,,,,,
9781405525978,Queen of Fire,Anthony Ryan,,12.99,1405525975,Raven's Shadow  Book 3,2nd July 2015,ePUB,English,656,General Adult,,,"Little, Brown Book Group",,,,3,Digital original,
9780241351581,Talking to Strangers,Malcolm Gladwell,,15.99,0241351588,,10th September 2019,ePUB,English,320,General Adult,,,Penguin Books Ltd,,,,,,
9780571331970,Adele,Leïla Slimani,13.19,11.99,0571331971,,15th January 2019,ePUB,English,224,General Adult,,,Faber & Faber,,,,,,
